"userID","stimID","timestamp","enforcementType","users_stimuli_enforcementID"
"CINTNL3039949","1","2014-03-17 08:31:39","hardEnforce","414"
"CINTNL3040194","2","2014-03-17 09:55:25","softEnforce","415"
"CINTNL3040096","1","2014-03-17 09:56:29","hardEnforce","416"
"CINTNL3040096","1","2014-03-17 09:57:56","hardEnforce","417"
"CINTNL3040096","1","2014-03-17 09:58:54","hardEnforce","418"
"CINTNL3040059","1","2014-03-17 09:59:02","hardEnforce","419"
"CINTNL3040170","1","2014-03-17 09:59:42","hardEnforce","420"
"CINTNL3040059","1","2014-03-17 10:00:24","hardEnforce","421"
"CINTNL3040107","1","2014-03-17 10:00:37","hardEnforce","422"
"CINTNL3040170","1","2014-03-17 10:00:53","hardEnforce","423"
"CINTNL3040107","1","2014-03-17 10:01:16","hardEnforce","424"
"CINTNL3040170","1","2014-03-17 10:01:30","hardEnforce","425"
"CINTNL3040059","1","2014-03-17 10:02:04","hardEnforce","426"
"CINTNL3040107","1","2014-03-17 10:02:07","hardEnforce","427"
"CINTNL3040107","1","2014-03-17 10:02:53","hardEnforce","428"
"CINTNL3040170","1","2014-03-17 10:04:03","hardEnforce","429"
"CINTNL3040107","0","2014-03-17 10:05:19","hardEnforce","430"
"CINTNL3040280","2","2014-03-17 10:06:08","softEnforce","431"
"CINTNL3040296","1","2014-03-17 10:06:15","hardEnforce","432"
"CINTNL3040273","1","2014-03-17 10:07:25","hardEnforce","433"
"CINTNL3040296","1","2014-03-17 10:07:31","hardEnforce","434"
"CINTNL3040296","1","2014-03-17 10:08:14","hardEnforce","435"
"CINTNL3040273","1","2014-03-17 10:08:22","hardEnforce","436"
"CINTNL3040296","1","2014-03-17 10:08:57","hardEnforce","437"
"CINTNL3040306","0","2014-03-17 10:11:19","hardEnforce","438"
"CINTNL3040313","2","2014-03-17 10:11:46","softEnforce","439"
"CINTNL3040463","2","2014-03-17 10:38:41","softEnforce","440"
"CINTNL3040525","1","2014-03-17 10:53:23","hardEnforce","441"
"CINTNL3040525","1","2014-03-17 10:55:48","hardEnforce","442"
"CINTNL3040525","1","2014-03-17 10:56:36","hardEnforce","443"
"CINTNL3040665","1","2014-03-17 11:20:30","hardEnforce","444"
"CINTNL3040665","1","2014-03-17 11:23:22","hardEnforce","445"
"CINTNL3040697","1","2014-03-17 11:31:17","hardEnforce","446"
"CINTNL3040825","1","2014-03-17 11:46:36","hardEnforce","447"
"CINTNL3040984","2","2014-03-17 12:19:29","softEnforce","448"
"CINTNL3041022","0","2014-03-17 12:31:08","hardEnforce","449"
"CINTNL3040850","1","2014-03-17 12:41:06","hardEnforce","450"
"CINTNL3040850","1","2014-03-17 12:44:02","hardEnforce","451"
"CINTNL3041274","1","2014-03-17 13:20:12","hardEnforce","452"
"CINTNL3041274","1","2014-03-17 13:20:54","hardEnforce","453"
"CINTNL3041274","1","2014-03-17 13:23:17","hardEnforce","454"
"CINTNL3041274","1","2014-03-17 13:26:06","hardEnforce","455"
"CINTNL3041256","1","2014-03-17 13:32:04","hardEnforce","456"
"CINTNL3041392","1","2014-03-17 13:33:42","hardEnforce","457"
"CINTNL3041256","1","2014-03-17 13:34:01","hardEnforce","458"
"CINTNL3041392","1","2014-03-17 13:34:45","hardEnforce","459"
"CINTNL3041392","1","2014-03-17 13:35:47","hardEnforce","460"
"CINTNL3041392","1","2014-03-17 13:36:40","hardEnforce","461"
"CINTNL3041256","1","2014-03-17 13:41:08","hardEnforce","462"
"CINTNL3041496","1","2014-03-17 13:44:44","hardEnforce","463"
"CINTNL3041496","1","2014-03-17 13:45:27","hardEnforce","464"
"CINTNL3041527","0","2014-03-17 13:50:29","hardEnforce","465"
"CINTNL3041527","0","2014-03-17 13:51:14","hardEnforce","466"
"CINTNL3041527","1","2014-03-17 13:56:44","hardEnforce","467"
"CINTNL3041550","1","2014-03-17 14:02:30","hardEnforce","468"
"CINTNL3041550","1","2014-03-17 14:03:23","hardEnforce","469"
"CINTNL3041568","1","2014-03-17 14:08:29","hardEnforce","470"
"CINTNL3041568","1","2014-03-17 14:09:21","hardEnforce","471"
"CINTNL3041568","1","2014-03-17 14:10:46","hardEnforce","472"
"CINTNL3041568","1","2014-03-17 14:11:50","hardEnforce","473"
"CINTNL3041740","1","2014-03-17 14:34:26","hardEnforce","474"
"CINTNL3041499","0","2014-03-17 14:37:30","hardEnforce","475"
"CINTNL3041749","1","2014-03-17 14:37:46","hardEnforce","476"
"CINTNL3041499","0","2014-03-17 14:37:56","hardEnforce","477"
"CINTNL3041740","1","2014-03-17 14:40:48","hardEnforce","478"
"CINTNL3041499","1","2014-03-17 14:41:17","hardEnforce","479"
"CINTNL3041688","1","2014-03-17 14:41:24","hardEnforce","480"
"CINTNL3041688","1","2014-03-17 14:44:05","hardEnforce","481"
"CINTNL3041833","1","2014-03-17 14:51:55","hardEnforce","482"
"CINTNL3041833","1","2014-03-17 14:52:37","hardEnforce","483"
"CINTNL3041833","1","2014-03-17 14:53:25","hardEnforce","484"
"CINTNL3041833","0","2014-03-17 14:54:08","hardEnforce","485"
"CINTNL3041833","0","2014-03-17 14:54:18","hardEnforce","486"
"CINTNL3041833","0","2014-03-17 14:54:26","hardEnforce","487"
"CINTNL3041894","1","2014-03-17 15:06:07","hardEnforce","488"
"CINTNL3041894","1","2014-03-17 15:07:00","hardEnforce","489"
"CINTNL3041894","1","2014-03-17 15:07:48","hardEnforce","490"
"CINTNL3041887","1","2014-03-17 15:15:52","hardEnforce","491"
"CINTNL3041887","1","2014-03-17 15:17:03","hardEnforce","492"
"CINTNL3041956","0","2014-03-17 15:19:30","hardEnforce","493"
"CINTNL3041956","0","2014-03-17 15:19:46","hardEnforce","494"
"CINTNL3041956","0","2014-03-17 15:20:59","hardEnforce","495"
"CINTNL3041887","1","2014-03-17 15:23:28","hardEnforce","496"
"CINTNL3041956","1","2014-03-17 15:23:30","hardEnforce","497"
"SSINL2003197","1","2014-03-17 15:24:25","hardEnforce","498"
"CINTNL3041956","1","2014-03-17 15:24:40","hardEnforce","499"
"CINTNL3041887","0","2014-03-17 15:25:37","hardEnforce","500"
"CINTNL3041887","0","2014-03-17 15:26:23","hardEnforce","501"
"CINTNL3041956","1","2014-03-17 15:32:52","hardEnforce","502"
"CINTNL3041956","1","2014-03-17 15:33:29","hardEnforce","503"
"CINTNL3041956","1","2014-03-17 15:35:42","hardEnforce","504"
"CINTNL3041956","1","2014-03-17 15:35:48","hardEnforce","505"
"CINTNL3041956","1","2014-03-17 15:37:00","hardEnforce","506"
"CINTNL3042084","1","2014-03-17 15:49:45","hardEnforce","507"
"CINTNL3042084","1","2014-03-17 15:50:30","hardEnforce","508"
"CINTNL3042084","1","2014-03-17 15:50:55","hardEnforce","509"
"CINTNL3042084","1","2014-03-17 15:51:35","hardEnforce","510"
"CINTNL3042164","1","2014-03-17 16:06:34","hardEnforce","511"
"SSINL2003209","0","2014-03-17 16:22:17","hardEnforce","512"
"SSINL2003209","0","2014-03-17 16:24:03","hardEnforce","513"
"SSINL2003209","0","2014-03-17 16:24:11","hardEnforce","514"
"SSINL2003207","0","2014-03-17 16:24:15","hardEnforce","515"
"SSINL2003209","0","2014-03-17 16:24:20","hardEnforce","516"
"SSINL2003209","0","2014-03-17 16:24:21","hardEnforce","517"
"CINTNL3042194","1","2014-03-17 16:25:04","hardEnforce","518"
"CINTNL3042194","1","2014-03-17 16:25:18","hardEnforce","519"
"CINTNL3042194","1","2014-03-17 16:25:49","hardEnforce","520"
"SSINL2003207","1","2014-03-17 16:26:25","hardEnforce","521"
"CINTNL3042194","1","2014-03-17 16:26:37","hardEnforce","522"
"CINTNL3042194","1","2014-03-17 16:27:49","hardEnforce","523"
"CINTNL3042194","1","2014-03-17 16:29:01","hardEnforce","524"
"CINTNL3042320","1","2014-03-17 16:56:38","hardEnforce","525"
"CINTNL3042320","1","2014-03-17 16:57:31","hardEnforce","526"
"CINTNL3042396","1","2014-03-17 17:32:21","hardEnforce","527"
"CINTNL3042496","0","2014-03-17 17:59:38","hardEnforce","528"
"CINTNL3042521","1","2014-03-17 18:21:21","hardEnforce","529"
"CINTNL3042521","1","2014-03-17 18:22:46","hardEnforce","530"
"CINTNL3042521","0","2014-03-17 18:41:21","hardEnforce","531"
"SSINL2003222","1","2014-03-17 18:49:51","hardEnforce","532"
"SSINL2003222","1","2014-03-17 18:51:00","hardEnforce","533"
"CINTNL3042602","1","2014-03-17 19:02:00","hardEnforce","534"
"CINTNL3042602","1","2014-03-17 19:02:47","hardEnforce","535"
"CINTNL3042602","1","2014-03-17 19:07:04","hardEnforce","536"
"CINTNL3042616","0","2014-03-17 19:13:08","hardEnforce","537"
"CINTNL3042616","0","2014-03-17 19:14:05","hardEnforce","538"
"CINTNL3042669","1","2014-03-17 20:17:26","hardEnforce","539"
"CINTNL3042669","1","2014-03-17 20:28:50","hardEnforce","540"
"CINTNL3042669","1","2014-03-17 20:34:26","hardEnforce","541"
"CINTNL3042790","1","2014-03-18 03:37:05","hardEnforce","542"
"CINTNL3042790","1","2014-03-18 03:39:04","hardEnforce","543"
"CINTNL3042790","1","2014-03-18 03:39:58","hardEnforce","544"
"CINTNL3042840","1","2014-03-18 03:58:26","hardEnforce","545"
"CINTNL3042840","1","2014-03-18 03:59:25","hardEnforce","546"
"CINTNL3042840","0","2014-03-18 04:00:51","softEnforce","547"
"CINTNL3042840","1","2014-03-18 04:01:04","hardEnforce","548"
"CINTNL3042949","1","2014-03-18 04:59:45","hardEnforce","549"
"CINTNL3042949","1","2014-03-18 05:00:58","hardEnforce","550"
"CINTNL3042963","1","2014-03-18 05:11:38","hardEnforce","551"
"CINTNL3042963","1","2014-03-18 05:14:35","hardEnforce","552"
"CINTNL3043023","2","2014-03-18 05:41:11","softEnforce","553"
"CINTNL3042997","1","2014-03-18 05:49:27","hardEnforce","554"
"CINTNL3042997","1","2014-03-18 05:50:31","hardEnforce","555"
"CINTNL3042997","1","2014-03-18 05:52:29","hardEnforce","556"
"CINTNL3042963","1","2014-03-18 06:17:01","hardEnforce","557"
"CINTNL3043083","1","2014-03-18 06:19:01","hardEnforce","558"
"CINTNL3043083","1","2014-03-18 06:20:41","hardEnforce","559"
"CINTNL3043083","1","2014-03-18 06:22:49","hardEnforce","560"
"CINTNL3043083","1","2014-03-18 06:23:37","hardEnforce","561"
"CINTNL3043193","1","2014-03-18 06:45:58","hardEnforce","562"
"CINTNL3043193","1","2014-03-18 06:48:04","hardEnforce","563"
"CINTNL3043277","1","2014-03-18 07:41:15","hardEnforce","564"
"CINTNL3043277","1","2014-03-18 07:43:02","hardEnforce","565"
"CINTNL3043277","1","2014-03-18 07:43:25","hardEnforce","566"
"CINTNL3043277","1","2014-03-18 07:44:22","hardEnforce","567"
"CINTNL3043283","1","2014-03-18 08:07:34","hardEnforce","568"
"CINTNL3043283","1","2014-03-18 08:08:03","hardEnforce","569"
"CINTNL3043283","0","2014-03-18 08:08:57","hardEnforce","570"
"CINTNL3043283","0","2014-03-18 08:09:05","hardEnforce","571"
"CINTNL3043350","0","2014-03-18 08:18:10","hardEnforce","572"
"CINTNL3043403","1","2014-03-18 09:02:07","hardEnforce","573"
"CINTNL3043403","1","2014-03-18 09:02:31","hardEnforce","574"
"CINTNL3043556","1","2014-03-18 10:49:00","hardEnforce","575"
"CINTNL3043556","1","2014-03-18 10:49:49","hardEnforce","576"
"CINTNL3043556","1","2014-03-18 10:50:39","hardEnforce","577"
"CINTNL3041887","0","2014-03-18 11:53:50","softEnforce","578"
"CINTNL3043811","1","2014-03-18 14:24:25","hardEnforce","579"
"CINTNL3043811","1","2014-03-18 14:25:03","hardEnforce","580"
"CINTNL3043811","1","2014-03-18 14:25:13","hardEnforce","581"
"CINTNL3043798","1","2014-03-18 14:26:14","hardEnforce","582"
"CINTNL3043835","1","2014-03-18 14:38:31","hardEnforce","583"
"CINTNL3043985","0","2014-03-18 17:13:02","hardEnforce","584"
"CINTNL3044049","1","2014-03-18 19:18:51","hardEnforce","585"
"CINTNL3044049","1","2014-03-18 19:23:01","hardEnforce","586"
"CINTNL3044071","0","2014-03-19 02:14:10","hardEnforce","587"
"CINTNL3044071","0","2014-03-19 02:15:17","hardEnforce","588"
"CINTNL3044071","0","2014-03-19 02:17:10","hardEnforce","589"
"CINTNL3044071","1","2014-03-19 02:20:01","hardEnforce","590"
"CINTNL3044071","1","2014-03-19 02:20:57","hardEnforce","591"
"CINTNL3044160","1","2014-03-19 05:43:31","hardEnforce","592"
"CINTNL3044160","1","2014-03-19 05:46:13","hardEnforce","593"
"CINTNL3044186","1","2014-03-19 06:38:06","hardEnforce","594"
"CINTNL3044186","1","2014-03-19 06:40:32","hardEnforce","595"
"CINTNL3044186","1","2014-03-19 06:41:09","hardEnforce","596"
"CINTNL3044186","1","2014-03-19 06:42:24","hardEnforce","597"
"CINTNL3044186","1","2014-03-19 06:45:29","hardEnforce","598"
"CINTNL3044186","1","2014-03-19 06:45:43","hardEnforce","599"
"CINTNL3044239","2","2014-03-19 08:44:55","softEnforce","600"
"CINTNL3027248","1","2014-03-19 10:15:38","hardEnforce","601"
"CINTNL3027248","1","2014-03-19 10:16:39","hardEnforce","602"
"CINTNL3027248","1","2014-03-19 10:17:28","hardEnforce","603"
"CINTNL3027248","1","2014-03-19 10:20:05","hardEnforce","604"
"CINTNL3027248","1","2014-03-19 10:21:00","hardEnforce","605"
"CINTNL3027248","1","2014-03-19 10:22:18","hardEnforce","606"
"CINTNL3027248","1","2014-03-19 10:22:41","hardEnforce","607"
"CINTNL3027248","1","2014-03-19 10:23:31","hardEnforce","608"
"CINTNL3027248","1","2014-03-19 10:24:19","hardEnforce","609"
"SSINL2003338","2","2014-03-19 10:57:43","softEnforce","610"
"CINTNL3044326","1","2014-03-19 12:20:06","hardEnforce","611"
"CINTNL3044326","1","2014-03-19 12:20:34","hardEnforce","612"
"CINTNL3044326","1","2014-03-19 12:20:56","hardEnforce","613"
"CINTNL3044326","1","2014-03-19 12:21:41","hardEnforce","614"
"CINTNL3044313","0","2014-03-19 13:15:55","hardEnforce","615"
"CINTNL3044313","0","2014-03-19 13:17:02","hardEnforce","616"
"CINTNL3044313","0","2014-03-19 13:17:42","hardEnforce","617"
"CINTNL3044354","1","2014-03-19 14:08:30","hardEnforce","618"
"CINTNL3044354","1","2014-03-19 14:09:51","hardEnforce","619"
"CINTNL3044311","0","2014-03-19 14:32:17","hardEnforce","620"
"CINTNL3044360","1","2014-03-19 14:44:29","hardEnforce","621"
"CINTNL3044360","1","2014-03-19 14:45:51","hardEnforce","622"
"SSINL2003352","1","2014-03-19 15:37:12","hardEnforce","623"
"SSINL2003352","1","2014-03-19 15:38:13","hardEnforce","624"
"SSINL2003352","1","2014-03-19 15:39:24","hardEnforce","625"
"SSINL2003352","1","2014-03-19 15:39:57","hardEnforce","626"
"CINTNL3044478","1","2014-03-20 07:50:13","hardEnforce","627"
"CINTNL3044478","1","2014-03-20 07:51:00","hardEnforce","628"
"CINTNL3044478","1","2014-03-20 07:51:18","hardEnforce","629"
"CINTNL3044478","1","2014-03-20 07:51:56","hardEnforce","630"
